Running BLAST for 0.015625 

['DATE:2016-03-19 14:06:09.438382', 'CPU:99.9', 'MEMORY:7809 MB']
['DATE:2016-03-19 19:13:29.699275', 'CPU:99.8', 'MEMORY:9431 MB']
['DATE:2016-03-19 19:14:30.759151', 'CPU:99.9', 'MEMORY:9443 MB']
['DATE:2016-03-19 19:15:31.819367', 'CPU:99.5', 'MEMORY:9465 MB']
['DATE:2016-03-19 19:16:32.879187', 'CPU:99.9', 'MEMORY:9428 MB']
['DATE:2016-03-19 19:17:33.939118', 'CPU:99.7', 'MEMORY:9437 MB']
['DATE:2016-03-19 19:18:34.999095', 'CPU:99.8', 'MEMORY:9465 MB']
['DATE:2016-03-19 19:19:36.059098', 'CPU:99.7', 'MEMORY:9462 MB']
['DATE:2016-03-19 19:20:37.119282', 'CPU:99.9', 'MEMORY:9451 MB']
['DATE:2016-03-19 19:21:38.179131', 'CPU:99.8', 'MEMORY:9460 MB']
['DATE:2016-03-19 19:22:39.239261', 'CPU:99.9', 'MEMORY:9476 MB']
['DATE:2016-03-19 19:23:40.299654', 'CPU:99.8', 'MEMORY:8368 MB']
['DATE:2016-03-19 19:24:41.359640', 'CPU:100.0', 'MEMORY:8309 MB']
['DATE:2016-03-19 19:25:42.419274', 'CPU:99.6', 'MEMORY:8321 MB']
['DATE:2016-03-19 19:26:43.479131', 'CPU:99.7', 'MEMORY:8332 MB']
['DATE:2016-03-19 19:27:44.539189', 'CPU:99.9', 'MEMORY:8330 MB']
['DATE:2016-03-19 19:28:45.599187', 'CPU:99.9', 'MEMORY:8344 MB']
['DATE:2016-03-19 19:29:46.659182', 'CPU:99.9', 'MEMORY:8322 MB']
['DATE:2016-03-19 19:30:47.719315', 'CPU:99.9', 'MEMORY:8343 MB']
['DATE:2016-03-19 19:31:48.779347', 'CPU:100.0', 'MEMORY:8342 MB']
['DATE:2016-03-19 19:32:49.839173', 'CPU:99.9', 'MEMORY:8351 MB']
['DATE:2016-03-19 19:33:50.899160', 'CPU:99.9', 'MEMORY:8353 MB']
['DATE:2016-03-19 19:34:51.959291', 'CPU:99.9', 'MEMORY:8357 MB']
['DATE:2016-03-19 19:35:53.019299', 'CPU:99.9', 'MEMORY:8340 MB']
['DATE:2016-03-19 19:36:54.079200', 'CPU:99.7', 'MEMORY:8343 MB']
['DATE:2016-03-19 19:37:55.139261', 'CPU:100.0', 'MEMORY:8336 MB']
['DATE:2016-03-19 19:38:56.201229', 'CPU:99.9', 'MEMORY:8348 MB']
['DATE:2016-03-19 19:39:57.263226', 'CPU:99.6', 'MEMORY:8339 MB']
['DATE:2016-03-19 19:40:58.323477', 'CPU:99.8', 'MEMORY:8328 MB']
['DATE:2016-03-19 19:41:59.383519', 'CPU:99.8', 'MEMORY:8319 MB']
['DATE:2016-03-19 19:43:00.443289', 'CPU:99.6', 'MEMORY:8328 MB']
['DATE:2016-03-19 19:44:01.503113', 'CPU:99.8', 'MEMORY:8323 MB']
['DATE:2016-03-19 19:45:02.563246', 'CPU:99.9', 'MEMORY:8337 MB']
['DATE:2016-03-19 19:46:03.623136', 'CPU:100.0', 'MEMORY:8344 MB']
['DATE:2016-03-19 19:47:04.683127', 'CPU:99.9', 'MEMORY:8357 MB']
['DATE:2016-03-19 19:48:05.743280', 'CPU:100.0', 'MEMORY:8325 MB']
['DATE:2016-03-19 19:49:06.803503', 'CPU:99.9', 'MEMORY:8336 MB']
['DATE:2016-03-19 19:50:07.863070', 'CPU:100.0', 'MEMORY:8336 MB']
['DATE:2016-03-19 19:51:08.923379', 'CPU:99.9', 'MEMORY:8340 MB']
['DATE:2016-03-19 19:52:09.983407', 'CPU:99.8', 'MEMORY:8345 MB']
['DATE:2016-03-19 19:53:11.043092', 'CPU:99.9', 'MEMORY:8354 MB']
['DATE:2016-03-19 19:54:12.103408', 'CPU:99.9', 'MEMORY:8365 MB']
['DATE:2016-03-19 19:55:13.163890', 'CPU:99.9', 'MEMORY:8364 MB']
['DATE:2016-03-19 19:56:14.231381', 'CPU:99.9', 'MEMORY:8336 MB']
['DATE:2016-03-19 19:57:15.291358', 'CPU:99.9', 'MEMORY:8338 MB']
['DATE:2016-03-19 19:58:16.351101', 'CPU:99.9', 'MEMORY:8358 MB']
['DATE:2016-03-19 19:59:17.411175', 'CPU:99.9', 'MEMORY:8347 MB']
['DATE:2016-03-19 20:00:18.471808', 'CPU:99.8', 'MEMORY:8327 MB']
['DATE:2016-03-19 20:01:19.535517', 'CPU:99.9', 'MEMORY:8325 MB']
['DATE:2016-03-19 20:02:20.595255', 'CPU:99.9', 'MEMORY:8324 MB']
['DATE:2016-03-19 20:03:21.655792', 'CPU:99.8', 'MEMORY:8327 MB']
['DATE:2016-03-19 20:04:22.719220', 'CPU:99.9', 'MEMORY:8333 MB']
['DATE:2016-03-19 20:05:23.779761', 'CPU:99.9', 'MEMORY:8342 MB']
['DATE:2016-03-19 20:06:24.843184', 'CPU:99.9', 'MEMORY:8342 MB']
['DATE:2016-03-19 20:07:25.903214', 'CPU:99.9', 'MEMORY:8340 MB']
['DATE:2016-03-19 20:08:26.963577', 'CPU:99.9', 'MEMORY:8331 MB']
['DATE:2016-03-19 20:09:28.023096', 'CPU:99.8', 'MEMORY:8344 MB']
['DATE:2016-03-19 20:10:29.083243', 'CPU:99.9', 'MEMORY:8361 MB']
['DATE:2016-03-19 20:11:30.143214', 'CPU:99.9', 'MEMORY:8366 MB']
['DATE:2016-03-19 20:12:31.203203', 'CPU:99.8', 'MEMORY:8374 MB']
['DATE:2016-03-19 20:13:32.263275', 'CPU:99.8', 'MEMORY:8355 MB']
['DATE:2016-03-19 20:14:33.323281', 'CPU:99.8', 'MEMORY:8347 MB']
['DATE:2016-03-19 20:15:34.383204', 'CPU:99.9', 'MEMORY:8347 MB']
['DATE:2016-03-19 20:16:35.443218', 'CPU:99.9', 'MEMORY:8355 MB']
['DATE:2016-03-19 20:17:36.503290', 'CPU:99.8', 'MEMORY:8358 MB']
['DATE:2016-03-19 20:18:37.563147', 'CPU:99.8', 'MEMORY:8355 MB']
['DATE:2016-03-19 20:19:38.623194', 'CPU:99.9', 'MEMORY:8325 MB']
['DATE:2016-03-19 20:20:39.683556', 'CPU:99.9', 'MEMORY:8335 MB']
['DATE:2016-03-19 20:21:40.743271', 'CPU:99.9', 'MEMORY:8329 MB']
['DATE:2016-03-19 20:22:41.803318', 'CPU:99.9', 'MEMORY:8332 MB']
['DATE:2016-03-19 20:23:42.863141', 'CPU:99.9', 'MEMORY:8333 MB']
['DATE:2016-03-19 20:24:43.923207', 'CPU:99.7', 'MEMORY:8354 MB']
['DATE:2016-03-19 20:25:44.983190', 'CPU:99.9', 'MEMORY:8327 MB']
['DATE:2016-03-19 20:26:46.043138', 'CPU:99.8', 'MEMORY:8334 MB']
['DATE:2016-03-19 20:27:47.105416', 'CPU:99.8', 'MEMORY:8342 MB']
['DATE:2016-03-19 20:28:48.167189', 'CPU:99.8', 'MEMORY:8354 MB']
['DATE:2016-03-19 20:29:49.227282', 'CPU:100.0', 'MEMORY:8356 MB']
['DATE:2016-03-19 20:30:50.287750', 'CPU:99.9', 'MEMORY:8366 MB']
['DATE:2016-03-19 20:31:51.351351', 'CPU:100.0', 'MEMORY:8345 MB']
['DATE:2016-03-19 20:32:52.411234', 'CPU:99.8', 'MEMORY:8349 MB']
['DATE:2016-03-19 20:33:53.471283', 'CPU:99.8', 'MEMORY:8359 MB']
['DATE:2016-03-19 20:34:54.531265', 'CPU:99.9', 'MEMORY:8359 MB']
['DATE:2016-03-19 20:35:55.591186', 'CPU:99.8', 'MEMORY:8353 MB']
['DATE:2016-03-19 20:36:56.651405', 'CPU:99.9', 'MEMORY:8331 MB']
['DATE:2016-03-19 20:37:57.711069', 'CPU:99.8', 'MEMORY:8337 MB']
['DATE:2016-03-19 20:38:58.771132', 'CPU:99.9', 'MEMORY:8336 MB']
['DATE:2016-03-19 20:39:59.831239', 'CPU:99.9', 'MEMORY:8340 MB']
['DATE:2016-03-19 20:41:00.891051', 'CPU:100.0', 'MEMORY:8328 MB']
['DATE:2016-03-19 20:42:01.951377', 'CPU:99.9', 'MEMORY:8330 MB']
['DATE:2016-03-19 20:43:03.011153', 'CPU:99.9', 'MEMORY:8348 MB']
['DATE:2016-03-19 20:44:04.071218', 'CPU:100.0', 'MEMORY:8355 MB']
['DATE:2016-03-19 20:45:05.131306', 'CPU:99.8', 'MEMORY:8368 MB']
['DATE:2016-03-19 20:46:06.191343', 'CPU:99.8', 'MEMORY:8349 MB']
['DATE:2016-03-19 20:47:07.251224', 'CPU:100.0', 'MEMORY:8338 MB']
['DATE:2016-03-19 20:48:08.311169', 'CPU:100.0', 'MEMORY:8356 MB']
['DATE:2016-03-19 20:49:09.371213', 'CPU:100.0', 'MEMORY:8352 MB']
['DATE:2016-03-19 20:50:10.431322', 'CPU:99.8', 'MEMORY:8364 MB']
['DATE:2016-03-19 20:51:11.491353', 'CPU:99.9', 'MEMORY:8368 MB']
['DATE:2016-03-19 20:52:12.551771', 'CPU:99.8', 'MEMORY:8334 MB']
['DATE:2016-03-19 20:53:13.615161', 'CPU:99.8', 'MEMORY:8339 MB']
['DATE:2016-03-19 20:54:14.675127', 'CPU:99.8', 'MEMORY:8341 MB']
['DATE:2016-03-19 20:55:15.735549', 'CPU:99.8', 'MEMORY:8353 MB']
['DATE:2016-03-19 20:56:16.795078', 'CPU:99.9', 'MEMORY:8363 MB']
['DATE:2016-03-19 20:57:17.855234', 'CPU:99.7', 'MEMORY:8351 MB']
['DATE:2016-03-19 20:58:18.915278', 'CPU:99.9', 'MEMORY:8338 MB']
['DATE:2016-03-19 20:59:19.975461', 'CPU:99.7', 'MEMORY:8329 MB']
['DATE:2016-03-19 21:00:21.035270', 'CPU:99.7', 'MEMORY:8339 MB']
['DATE:2016-03-19 21:01:22.095242', 'CPU:99.9', 'MEMORY:8336 MB']
['DATE:2016-03-19 21:02:23.155234', 'CPU:99.9', 'MEMORY:8346 MB']
['DATE:2016-03-19 21:03:24.215272', 'CPU:99.9', 'MEMORY:8325 MB']
['DATE:2016-03-19 21:04:25.275487', 'CPU:99.6', 'MEMORY:8333 MB']
['DATE:2016-03-19 21:05:26.335206', 'CPU:99.8', 'MEMORY:8338 MB']
['DATE:2016-03-19 21:06:27.395313', 'CPU:99.9', 'MEMORY:8349 MB']
['DATE:2016-03-19 21:07:28.455281', 'CPU:99.9', 'MEMORY:8361 MB']
['DATE:2016-03-19 21:08:29.515072', 'CPU:99.8', 'MEMORY:8360 MB']
['DATE:2016-03-19 21:09:30.575619', 'CPU:99.5', 'MEMORY:8349 MB']
['DATE:2016-03-19 21:10:31.635246', 'CPU:99.8', 'MEMORY:8349 MB']
['DATE:2016-03-19 21:11:32.695423', 'CPU:99.8', 'MEMORY:8357 MB']
['DATE:2016-03-19 21:12:33.755350', 'CPU:99.9', 'MEMORY:8357 MB']
['DATE:2016-03-19 21:13:34.815261', 'CPU:99.9', 'MEMORY:8357 MB']
['DATE:2016-03-19 21:14:35.875351', 'CPU:99.8', 'MEMORY:8349 MB']
['DATE:2016-03-19 21:15:36.935234', 'CPU:99.7', 'MEMORY:8339 MB']
['DATE:2016-03-19 21:16:37.995130', 'CPU:99.9', 'MEMORY:8343 MB']
['DATE:2016-03-19 21:17:39.055284', 'CPU:99.9', 'MEMORY:8336 MB']
['DATE:2016-03-19 21:18:40.115306', 'CPU:99.8', 'MEMORY:8344 MB']
['DATE:2016-03-19 21:19:41.175181', 'CPU:99.9', 'MEMORY:8345 MB']
['DATE:2016-03-19 21:20:42.235250', 'CPU:99.8', 'MEMORY:8352 MB']
['DATE:2016-03-19 21:21:43.295666', 'CPU:99.9', 'MEMORY:8325 MB']
['DATE:2016-03-19 21:22:44.359339', 'CPU:99.8', 'MEMORY:8335 MB']
['DATE:2016-03-19 21:23:45.419303', 'CPU:99.8', 'MEMORY:8346 MB']
['DATE:2016-03-19 21:24:46.479215', 'CPU:99.9', 'MEMORY:8353 MB']
['DATE:2016-03-19 21:25:47.539633', 'CPU:99.7', 'MEMORY:8344 MB']
['DATE:2016-03-19 21:26:48.599371', 'CPU:99.7', 'MEMORY:8351 MB']
['DATE:2016-03-19 21:27:49.659205', 'CPU:99.8', 'MEMORY:8360 MB']
['DATE:2016-03-19 21:28:50.719061', 'CPU:99.7', 'MEMORY:8359 MB']
['DATE:2016-03-19 21:29:51.779127', 'CPU:100.0', 'MEMORY:8356 MB']
['DATE:2016-03-19 21:30:52.839197', 'CPU:99.9', 'MEMORY:8368 MB']
['DATE:2016-03-19 21:31:53.899121', 'CPU:99.8', 'MEMORY:8359 MB']
['DATE:2016-03-19 21:32:54.959060', 'CPU:100.0', 'MEMORY:8343 MB']
['DATE:2016-03-19 21:33:56.019414', 'CPU:99.9', 'MEMORY:8340 MB']
['DATE:2016-03-19 21:34:57.079335', 'CPU:99.8', 'MEMORY:8345 MB']
['DATE:2016-03-19 21:35:58.139823', 'CPU:99.9', 'MEMORY:8353 MB']
['DATE:2016-03-19 21:36:59.203500', 'CPU:99.8', 'MEMORY:8350 MB']
['DATE:2016-03-19 21:38:00.263001', 'CPU:99.8', 'MEMORY:8324 MB']
['DATE:2016-03-19 21:39:01.323070', 'CPU:99.8', 'MEMORY:8331 MB']
['DATE:2016-03-19 21:40:02.383029', 'CPU:99.9', 'MEMORY:8334 MB']
['DATE:2016-03-19 21:41:03.443052', 'CPU:99.9', 'MEMORY:8337 MB']
['DATE:2016-03-19 21:42:04.502995', 'CPU:99.9', 'MEMORY:8336 MB']

['DATE:2016-03-19 21:43:05.563434', 'CPU:99.9', 'MEMORY:7666 MB']
